employee_id,age,years_experience,education_level,department,company_size,region,gender,ethnicity,marital_status,remote_status,training_hours,certifications_count,job_level,performance_rating,manager_feedback_score,work_life_balance_score,salary_satisfaction,annual_income_usd,bonus_percent,commute_time_minutes,overtime_hours_monthly,job_satisfaction_score,promoted_next_year,left_company
177,28,2,master,Operations,large,south,male,other,single,remote,22.0,0,mid,4.7,4.4,5.1,1.8,98825.0,11.2,49.0,5,4.1,no,no
178,47,2,high school,Finance,small,east,female,black,married,on-site,6.0,3,senior,2.7,6.1,8.2,9.6,66227.0,0.4,23.0,6,5.3,no,no
179,29,21,bachelor,IT,medium,south,male,hispanic,divorced,hybrid,36.0,2,senior,3.0,5.0,2.9,1.0,62402.0,8.7,39.0,6,2.1,no,yes
180,57,5,bachelor,Operations,large,north,nonbinary,other,single,on-site,35.0,4,senior,2.8,8.8,9.1,8.0,48290.0,15.1,34.0,3,4.9,no,no
181,53,1,bachelor,Operations,large,east,male,white,married,remote,7.0,4,senior,3.2,8.9,8.1,1.3,32681.0,3.3,28.0,6,3.3,no,yes
182,62,22,high school,HR,small,west,male,white,married,on-site,1.0,1,senior,4.1,4.1,4.0,7.9,63755.0,1.3,23.0,9,3.0,no,yes
183,64,1,PhD,Finance,medium,west,female,hispanic,divorced,remote,19.0,0,mid,4.6,1.8,2.6,9.4,56454.0,16.7,39.0,3,3.5,no,yes
184,44,37,bachelor,Finance,medium,north,male,hispanic,divorced,hybrid,33.0,1,entry,2.5,2.5,3.5,4.5,65867.0,12.3,33.0,4,3.1,no,yes
185,35,16,bachelor,IT,small,west,female,hispanic,divorced,hybrid,20.0,1,entry,4.1,4.3,4.0,3.2,58295.0,3.5,44.0,3,1.5,no,yes
186,52,34,PhD,HR,large,west,female,white,married,remote,23.0,1,mid,3.1,6.1,6.0,3.0,48511.0,16.1,42.0,4,1.9,no,yes
187,52,33,bachelor,IT,large,east,female,other,single,remote,16.0,1,mid,4.9,6.9,1.4,5.4,58990.0,13.2,33.0,9,1.1,no,yes
188,44,22,PhD,Sales,small,north,nonbinary,hispanic,single,remote,21.0,1,mid,2.9,4.0,9.2,2.5,80260.0,6.7,23.0,3,6.4,no,no
189,61,29,bachelor,Operations,small,east,male,white,divorced,hybrid,29.0,0,mid,2.0,7.0,1.9,7.1,59295.0,7.5,51.0,3,8.3,no,yes
190,32,7,high school,IT,small,north,female,hispanic,single,remote,24.0,1,senior,3.5,9.4,3.5,4.3,66227.0,3.1,24.0,4,5.6,no,yes
191,59,21,master,Operations,large,east,male,hispanic,married,hybrid,26.0,0,entry,2.5,6.9,2.0,3.9,111893.0,16.7,38.0,6,1.0,no,yes
192,22,35,bachelor,HR,small,east,male,hispanic,single,on-site,3.0,1,senior,2.1,2.4,3.3,5.2,91503.0,10.2,12.0,3,3.9,no,yes
193,23,4,master,Sales,medium,south,female,white,married,hybrid,41.0,1,senior,4.1,6.2,8.5,5.9,74557.0,11.1,46.0,5,8.0,no,no
194,57,12,PhD,HR,medium,west,male,other,divorced,on-site,3.0,0,mid,4.2,5.9,6.5,2.3,75220.0,17.7,10.0,2,2.9,no,yes
195,37,28,master,Sales,medium,north,female,white,single,hybrid,22.0,1,mid,3.4,8.8,3.0,7.4,55794.0,0.3,27.0,5,6.8,no,yes
196,22,30,bachelor,Sales,small,west,female,white,married,hybrid,18.0,2,senior,4.0,4.2,8.8,8.9,61602.0,1.3,19.0,4,7.8,no,no
197,22,15,master,Operations,small,south,female,hispanic,divorced,remote,19.0,1,senior,3.6,4.8,8.2,3.5,64454.0,3.2,44.0,11,7.2,no,no
198,48,29,bachelor,HR,large,north,nonbinary,asian,divorced,hybrid,29.0,0,entry,3.9,6.4,7.8,2.6,72100.0,0.6,23.0,5,3.6,no,yes
199,43,15,bachelor,HR,large,south,male,asian,divorced,remote,13.0,0,entry,3.8,5.7,8.6,7.8,69118.0,13.2,35.0,7,6.0,no,no
200,57,11,master,IT,large,west,female,asian,divorced,remote,16.0,1,entry,4.0,7.5,6.6,2.7,47431.0,12.7,33.0,5,5.1,no,no
201,52,16,high school,HR,small,east,female,white,single,remote,9.0,0,entry,2.6,1.4,5.5,1.4,81921.0,4.2,16.0,2,5.0,no,no
202,53,15,master,IT,medium,south,female,hispanic,married,hybrid,31.0,2,entry,2.8,6.1,4.4,6.6,58530.0,3.0,40.0,6,3.7,no,yes
203,21,11,master,Finance,medium,south,male,asian,single,remote,23.0,2,entry,3.3,2.1,3.0,3.2,108447.0,2.9,30.0,5,4.1,no,yes
204,39,7,master,Finance,small,east,female,black,married,on-site,26.0,0,mid,3.3,3.8,6.0,2.5,94993.0,19.1,45.0,2,4.0,no,no
205,22,19,bachelor,Finance,large,west,male,black,divorced,on-site,28.0,1,executive,4.3,7.0,9.0,9.8,36769.0,13.9,36.0,5,8.7,no,no
206,64,2,master,HR,medium,south,male,black,single,hybrid,40.0,1,mid,3.1,2.4,6.3,3.6,64936.0,11.7,22.0,4,4.8,no,no
207,46,15,bachelor,HR,small,west,female,other,divorced,remote,38.0,2,senior,2.5,3.8,9.3,9.1,102166.0,6.4,28.0,4,4.4,no,no
208,52,29,master,IT,large,east,female,hispanic,married,on-site,23.0,0,senior,2.8,7.3,4.2,2.6,83254.0,8.7,28.0,5,4.5,no,no
209,26,22,high school,Sales,large,north,female,white,divorced,hybrid,22.0,1,senior,2.6,6.9,7.3,8.4,71781.0,1.8,38.0,4,4.6,no,no
210,52,27,high school,IT,small,south,female,white,single,hybrid,15.0,2,mid,4.2,1.8,6.8,5.5,30000.0,20.0,37.0,6,3.6,no,yes
211,24,39,high school,Finance,medium,west,female,hispanic,single,hybrid,27.0,0,entry,3.4,6.2,7.0,1.7,65649.0,15.1,23.0,4,7.8,no,no
212,31,4,bachelor,IT,medium,east,male,other,married,hybrid,27.0,1,senior,4.1,2.3,6.8,7.6,74207.0,12.4,39.0,6,3.4,no,yes
213,37,19,bachelor,Sales,medium,east,male,hispanic,married,hybrid,13.0,2,senior,3.2,3.3,3.0,9.0,30000.0,11.8,34.0,5,2.5,no,yes
214,58,39,master,HR,small,south,male,other,single,remote,27.0,1,mid,4.7,5.1,2.3,2.5,82268.0,10.1,37.0,3,2.4,no,yes
215,44,0,bachelor,IT,medium,north,female,asian,single,remote,30.0,3,entry,5.0,2.0,9.8,7.5,55963.0,5.1,35.0,3,6.4,no,no
216,25,29,bachelor,Finance,large,south,male,asian,single,remote,9.0,0,senior,4.0,9.9,1.4,5.0,76026.0,4.5,38.0,6,5.7,no,yes
217,54,20,high school,Finance,medium,west,male,other,single,remote,22.0,3,entry,4.6,2.5,5.2,7.8,72637.0,11.0,21.0,4,4.6,no,no
218,26,19,bachelor,HR,small,east,female,hispanic,married,hybrid,19.0,0,entry,3.5,8.0,4.8,7.4,64891.0,1.4,32.0,5,3.7,no,yes
219,42,5,bachelor,IT,medium,north,male,asian,single,hybrid,20.0,1,senior,4.8,8.5,4.2,1.2,85831.0,1.5,40.0,3,3.6,yes,yes
220,31,21,high school,Sales,medium,west,male,hispanic,married,on-site,10.0,0,mid,4.5,10.0,8.0,2.6,75626.0,11.2,41.0,6,8.7,yes,no
221,36,17,high school,HR,large,south,female,asian,single,on-site,2.0,0,mid,5.0,4.9,7.7,5.2,124318.0,18.4,41.0,8,1.8,no,yes
222,53,7,high school,IT,medium,east,male,hispanic,single,remote,12.0,1,senior,3.9,8.9,9.1,9.4,105558.0,18.3,21.0,1,7.8,no,no
223,29,38,high school,Operations,small,south,male,hispanic,divorced,hybrid,11.0,0,mid,4.3,9.6,4.6,4.1,49751.0,0.2,51.0,6,4.6,yes,no
224,26,31,bachelor,Finance,small,north,male,black,divorced,on-site,24.0,1,mid,3.6,2.6,6.1,6.7,93736.0,2.1,48.0,5,4.9,no,no
225,36,32,high school,Sales,large,north,female,other,single,on-site,24.0,2,entry,2.8,5.3,9.0,1.1,55267.0,11.7,21.0,5,4.8,no,no
226,49,15,master,Sales,small,north,female,white,married,on-site,23.0,0,entry,3.1,1.5,9.9,7.4,46514.0,17.0,27.0,6,1.9,no,yes
227,23,11,master,Sales,large,north,male,other,single,on-site,6.0,3,senior,4.7,6.6,9.7,6.4,40478.0,19.1,37.0,9,7.3,no,no
228,40,37,bachelor,Finance,small,north,female,hispanic,divorced,remote,9.0,1,mid,2.2,6.2,7.5,7.4,62837.0,17.2,23.0,6,3.6,no,yes
229,56,33,PhD,IT,medium,south,male,hispanic,single,hybrid,14.0,0,entry,3.8,2.8,2.3,9.1,90117.0,13.6,36.0,7,1.0,no,yes
230,39,13,bachelor,HR,medium,north,female,other,divorced,remote,20.0,2,entry,3.1,8.2,1.2,2.3,73167.0,4.0,32.0,3,3.4,no,yes
231,46,35,bachelor,IT,large,north,male,hispanic,single,on-site,17.0,1,mid,3.2,1.3,8.4,3.4,80169.0,1.5,43.0,5,2.8,no,yes
232,23,32,PhD,HR,large,east,female,asian,single,on-site,23.0,2,mid,4.7,8.3,8.6,10.0,30000.0,1.0,34.0,4,5.5,yes,no
233,39,22,high school,Sales,small,north,female,hispanic,married,hybrid,30.0,1,mid,4.6,1.2,7.7,2.4,65420.0,12.2,10.0,7,2.4,no,yes
234,40,1,PhD,IT,medium,east,female,other,divorced,hybrid,10.0,2,mid,3.8,6.9,3.5,7.5,48950.0,0.7,39.0,2,3.2,no,yes
235,52,20,high school,Sales,small,east,male,other,divorced,remote,10.0,2,entry,2.8,1.7,6.8,7.5,38400.0,14.8,42.0,4,7.1,no,no
236,27,1,bachelor,Operations,medium,east,male,other,divorced,hybrid,21.0,1,mid,3.4,3.3,3.8,7.1,45923.0,14.2,29.0,8,4.2,no,yes
237,61,26,high school,Sales,medium,south,female,black,married,remote,19.0,1,senior,3.2,7.5,5.1,3.0,71419.0,1.6,31.0,1,4.1,no,no
238,53,8,master,Sales,large,south,male,black,single,remote,27.0,1,entry,3.1,3.5,4.4,2.9,83155.0,18.1,32.0,4,4.5,no,no
239,60,0,bachelor,HR,large,west,female,black,married,on-site,20.0,1,mid,2.3,5.6,9.2,7.0,51792.0,10.4,24.0,12,5.5,no,no
240,59,10,master,Operations,medium,west,female,black,single,remote,37.0,0,mid,3.6,9.2,3.1,2.7,81782.0,18.1,55.0,4,3.7,no,yes
241,38,2,bachelor,Sales,medium,east,female,black,married,on-site,4.0,0,senior,2.9,1.4,6.2,7.0,86328.0,18.0,22.0,8,5.5,no,no
242,60,22,bachelor,Sales,large,south,male,black,married,remote,28.0,1,entry,4.0,8.3,4.2,5.4,76592.0,3.9,39.0,6,3.4,no,yes
243,21,25,high school,Operations,large,north,female,black,divorced,remote,22.0,1,senior,3.0,1.6,7.0,4.5,52835.0,7.6,39.0,9,1.4,no,yes
244,31,3,bachelor,Operations,small,west,female,other,married,hybrid,6.0,2,mid,3.3,2.1,6.1,3.7,60053.0,2.7,25.0,7,4.5,no,no
245,48,17,PhD,IT,medium,south,female,white,single,hybrid,0.0,3,senior,2.2,2.1,9.3,9.5,76556.0,15.5,21.0,5,5.6,no,no
246,45,5,bachelor,HR,medium,north,male,black,married,on-site,9.0,0,entry,5.0,9.9,1.9,5.6,55686.0,10.1,29.0,4,5.0,yes,yes
247,43,34,master,Operations,small,north,male,other,married,hybrid,32.0,2,senior,3.5,2.6,3.0,6.1,82933.0,18.6,37.0,8,2.2,no,yes
248,51,21,master,Operations,small,south,male,white,single,remote,31.0,1,senior,2.1,9.1,7.9,9.5,47840.0,4.2,33.0,2,8.2,no,no
249,50,14,bachelor,Finance,small,west,male,black,divorced,on-site,19.0,2,entry,3.6,9.9,4.3,6.9,77619.0,13.8,48.0,3,2.9,no,yes
250,62,21,bachelor,Operations,medium,south,female,white,single,on-site,16.0,1,entry,4.6,4.5,2.5,9.6,88139.0,19.8,24.0,2,1.0,no,yes
251,55,36,high school,HR,small,west,female,white,single,on-site,11.0,1,mid,4.3,6.7,5.5,2.0,73829.0,13.3,24.0,4,3.3,no,yes
252,27,11,high school,Sales,small,east,male,asian,single,remote,18.0,3,entry,4.1,8.0,6.9,8.6,50190.0,1.4,39.0,9,7.4,yes,no
253,36,37,high school,Sales,small,south,female,hispanic,married,hybrid,15.0,0,senior,2.4,4.5,1.4,4.0,37391.0,11.8,13.0,5,5.1,no,yes
254,46,17,bachelor,Sales,large,south,male,asian,married,on-site,37.0,0,entry,4.0,2.5,3.6,8.3,47855.0,3.6,24.0,4,4.6,no,yes
255,22,34,bachelor,Sales,large,west,male,white,single,remote,8.0,1,entry,4.3,4.9,8.3,8.7,79748.0,0.6,29.0,5,3.9,no,yes
256,21,29,bachelor,Finance,medium,west,male,other,single,hybrid,24.0,1,mid,3.7,7.9,5.7,3.4,65881.0,6.7,30.0,6,2.9,no,yes
257,32,23,bachelor,Operations,medium,south,male,black,divorced,hybrid,38.0,0,entry,4.7,8.0,1.3,4.7,57990.0,5.3,25.0,4,6.2,yes,yes
258,25,29,bachelor,Sales,large,north,female,hispanic,married,on-site,28.0,0,executive,2.8,3.1,3.5,7.5,77955.0,15.8,12.0,6,5.3,no,yes
259,57,13,bachelor,IT,small,north,male,black,married,remote,9.0,1,senior,2.7,2.6,6.8,1.9,30281.0,7.5,44.0,6,4.3,no,no
260,52,5,master,Sales,small,north,female,other,married,hybrid,5.0,2,mid,4.6,9.3,2.8,7.8,64757.0,14.7,44.0,7,7.0,yes,yes
261,29,2,high school,Operations,small,east,male,hispanic,married,remote,23.0,0,senior,3.9,1.4,8.4,2.0,47865.0,0.3,13.0,7,3.7,no,yes
262,61,15,high school,Sales,small,east,female,asian,single,hybrid,22.0,2,senior,2.0,7.6,7.1,9.2,42989.0,0.3,37.0,3,5.8,no,no
263,55,6,master,Finance,medium,west,male,white,single,on-site,32.0,0,entry,3.1,1.4,5.2,3.5,59708.0,0.6,29.0,5,2.4,no,yes
264,39,13,bachelor,HR,large,east,male,other,divorced,on-site,25.0,0,senior,4.6,8.5,9.2,6.2,119443.0,4.4,36.0,3,7.8,yes,no
265,36,8,bachelor,HR,medium,north,male,white,married,hybrid,15.0,0,entry,2.1,9.1,4.5,2.1,82643.0,7.5,33.0,5,5.0,no,no
266,23,14,bachelor,Operations,medium,south,male,white,married,remote,14.0,0,mid,2.0,3.7,3.1,3.4,47388.0,12.2,15.0,5,1.0,no,yes
267,40,20,bachelor,HR,large,east,male,black,single,hybrid,7.0,0,mid,2.8,1.7,7.0,4.6,94218.0,19.7,38.0,4,5.3,no,no
268,44,34,high school,HR,small,east,female,other,divorced,remote,21.0,1,senior,4.7,5.3,6.2,5.4,43867.0,7.1,24.0,4,5.7,no,no
269,53,1,high school,IT,small,north,female,white,single,hybrid,6.0,0,entry,4.7,3.7,4.0,1.0,100346.0,1.1,4.0,4,3.2,no,yes
270,44,26,bachelor,Operations,medium,east,female,asian,married,on-site,29.0,3,entry,3.6,4.8,4.1,9.0,52369.0,3.9,32.0,5,7.3,no,no
271,31,1,bachelor,Operations,medium,west,female,hispanic,married,remote,26.0,1,mid,3.7,7.0,4.6,1.1,72191.0,18.0,14.0,7,2.1,no,yes
272,28,34,master,HR,small,south,male,other,divorced,on-site,26.0,1,entry,3.0,2.9,3.6,8.0,111713.0,14.0,41.0,2,1.4,no,yes
273,56,17,master,HR,medium,north,male,black,single,remote,7.0,0,senior,2.7,4.2,7.4,5.2,62993.0,15.8,27.0,4,5.5,no,no
274,58,13,bachelor,HR,medium,west,nonbinary,other,married,hybrid,19.0,3,mid,4.4,8.0,6.9,5.7,106755.0,2.5,31.0,7,4.1,yes,no
275,60,19,master,Finance,medium,north,female,black,married,on-site,16.0,0,entry,2.3,6.8,5.0,2.9,68557.0,2.7,35.0,2,7.5,no,no
276,40,17,bachelor,Sales,medium,west,female,hispanic,divorced,on-site,21.0,1,entry,3.5,3.9,4.6,6.5,68258.0,2.2,31.0,5,2.5,no,yes
277,55,9,bachelor,Finance,medium,south,female,asian,married,remote,25.0,2,mid,3.9,7.0,4.3,5.8,52278.0,17.1,24.0,10,3.1,no,yes
278,45,24,master,Operations,small,south,male,white,married,remote,15.0,1,mid,2.3,7.9,3.6,2.5,98248.0,4.2,41.0,9,3.1,no,yes
279,55,1,bachelor,IT,medium,west,male,other,single,remote,15.0,0,entry,3.6,6.3,1.8,3.1,60088.0,12.9,29.0,6,2.5,no,yes
280,45,24,bachelor,Sales,small,west,male,black,divorced,on-site,27.0,1,entry,3.7,3.2,3.4,1.6,108103.0,10.3,19.0,3,1.6,no,yes
281,49,32,high school,IT,large,west,male,hispanic,divorced,hybrid,9.0,0,entry,4.2,1.0,3.9,1.6,57444.0,10.9,34.0,10,1.3,no,yes
282,38,35,bachelor,Operations,medium,west,male,white,divorced,remote,13.0,0,entry,2.7,8.2,5.9,1.1,60894.0,3.9,29.0,1,3.7,no,yes
283,38,30,master,Operations,medium,west,male,hispanic,single,hybrid,20.0,1,mid,2.9,8.4,8.0,3.0,90079.0,12.7,30.0,11,2.4,no,yes
284,22,13,master,IT,large,west,female,asian,divorced,remote,29.0,0,senior,3.7,7.3,4.6,7.1,67830.0,0.9,31.0,2,6.0,no,no
285,55,0,master,IT,medium,south,female,white,married,hybrid,10.0,0,mid,4.9,1.7,9.5,3.8,75769.0,19.9,31.0,6,3.2,no,yes
286,36,15,master,IT,medium,west,female,white,divorced,remote,38.0,0,senior,2.7,6.3,8.4,4.1,43820.0,0.5,45.0,5,4.9,no,no
287,61,2,bachelor,Operations,large,east,female,white,married,hybrid,6.0,4,entry,5.0,8.4,9.9,2.2,72204.0,1.0,22.0,9,3.5,yes,yes
288,56,34,bachelor,HR,large,south,male,black,divorced,on-site,36.0,0,mid,4.1,4.5,8.9,6.2,77421.0,6.5,9.0,9,2.2,no,yes
289,53,5,high school,IT,medium,north,male,white,divorced,remote,32.0,0,mid,4.5,2.8,6.6,4.1,104486.0,16.6,30.0,7,3.5,no,yes
290,24,24,bachelor,Sales,small,south,female,hispanic,single,remote,6.0,4,mid,2.3,6.3,6.4,7.1,60431.0,5.1,38.0,9,8.3,no,no
291,53,12,bachelor,Operations,medium,north,male,black,divorced,on-site,4.0,0,mid,2.9,8.4,2.2,7.7,76750.0,9.4,14.0,7,7.8,no,yes
292,34,33,PhD,Finance,large,north,male,white,divorced,remote,27.0,0,senior,2.2,1.4,7.5,6.3,94204.0,0.4,34.0,4,2.1,no,yes
293,41,7,bachelor,Finance,small,east,male,hispanic,single,remote,16.0,0,mid,3.1,6.4,6.4,3.5,70852.0,1.6,16.0,2,3.1,no,yes
294,40,20,bachelor,Sales,small,west,male,hispanic,married,on-site,10.0,0,entry,4.9,6.8,5.6,5.6,91723.0,12.2,38.0,3,5.2,no,no
295,28,33,bachelor,HR,large,west,female,other,divorced,on-site,38.0,1,mid,2.3,6.4,7.2,3.3,119965.0,3.9,30.0,5,1.0,no,yes
296,27,3,bachelor,IT,small,south,male,hispanic,divorced,hybrid,8.0,0,senior,3.7,6.9,5.0,9.1,70592.0,13.9,21.0,4,4.2,no,no
297,23,24,master,Operations,large,west,female,asian,married,on-site,13.0,1,executive,2.0,6.7,5.7,7.9,96473.0,15.7,14.0,2,5.7,no,no
298,37,14,high school,IT,medium,east,female,white,single,on-site,14.0,1,mid,4.1,2.2,4.6,5.4,80297.0,17.0,52.0,2,2.7,no,yes
299,53,3,bachelor,Operations,medium,south,male,white,divorced,remote,0.0,2,mid,2.6,3.1,7.5,9.7,87149.0,2.7,53.0,3,1.3,no,yes
300,32,11,master,Finance,small,south,male,white,single,on-site,21.0,0,mid,2.4,6.6,8.9,5.9,84100.0,9.1,19.0,1,2.2,no,yes
301,42,31,bachelor,IT,large,south,male,hispanic,married,remote,11.0,2,senior,3.0,1.2,8.6,4.0,91330.0,18.9,19.0,4,1.0,no,yes
302,42,31,high school,Sales,medium,west,male,hispanic,married,on-site,28.0,0,executive,4.3,6.7,8.1,1.9,90006.0,15.4,31.0,4,4.7,no,no
303,50,27,bachelor,HR,medium,west,female,white,single,on-site,29.0,3,senior,2.3,7.0,1.1,5.9,68595.0,2.3,26.0,7,1.9,no,yes
304,58,12,master,Sales,medium,west,female,black,married,hybrid,22.0,3,mid,2.7,3.2,9.2,8.7,58880.0,10.1,27.0,6,8.6,no,no
305,58,30,high school,HR,large,south,female,black,married,on-site,22.0,1,entry,2.0,6.4,3.5,8.8,78508.0,18.4,33.0,1,2.1,no,yes
306,28,13,master,IT,large,south,male,asian,divorced,on-site,22.0,0,senior,4.9,5.8,9.0,6.4,40938.0,8.8,49.0,4,8.2,no,no
307,47,19,master,IT,medium,north,female,other,single,remote,13.0,1,senior,3.8,3.3,2.8,4.5,82372.0,16.7,44.0,5,1.0,no,yes
308,47,17,bachelor,HR,medium,north,female,asian,divorced,remote,14.0,2,senior,4.2,5.2,5.0,6.9,84918.0,9.9,27.0,5,9.5,no,no
309,54,28,PhD,Finance,large,west,female,white,single,hybrid,33.0,2,entry,4.0,9.2,7.7,7.9,66423.0,2.1,37.0,4,8.0,no,no
310,41,5,master,Operations,medium,south,female,white,divorced,on-site,27.0,1,mid,2.4,4.8,6.8,4.7,70884.0,3.0,12.0,4,1.0,no,yes
311,50,31,master,Sales,small,west,female,white,married,remote,22.0,1,entry,3.8,6.7,4.7,5.3,88237.0,0.9,31.0,9,6.9,no,no
312,53,28,master,Sales,small,west,female,other,single,on-site,26.0,0,senior,2.4,1.3,7.1,7.1,84943.0,3.9,28.0,9,3.0,no,yes
313,48,1,high school,Sales,large,north,female,hispanic,single,hybrid,19.0,0,entry,3.2,1.7,5.9,8.9,88536.0,17.9,40.0,4,5.9,no,no
314,53,22,high school,IT,medium,east,male,other,single,remote,22.0,2,mid,3.7,1.7,3.5,8.1,85540.0,13.0,36.0,7,3.2,no,yes
315,25,18,bachelor,Sales,medium,west,female,asian,single,remote,26.0,1,entry,3.7,8.0,6.8,1.2,72126.0,14.8,33.0,2,4.0,no,no
316,39,30,high school,Operations,medium,east,male,hispanic,married,hybrid,0.0,1,entry,2.4,4.2,2.8,2.1,69703.0,12.4,35.0,5,2.0,no,yes
317,24,4,bachelor,Operations,small,east,male,hispanic,married,on-site,29.0,1,mid,2.1,3.0,7.2,8.7,78447.0,7.7,26.0,6,2.5,no,yes
318,55,18,master,HR,medium,south,nonbinary,asian,married,remote,28.0,0,entry,4.4,7.7,1.0,8.5,99070.0,4.3,40.0,4,3.4,yes,yes
319,37,33,master,IT,small,south,female,hispanic,divorced,remote,12.0,2,mid,4.2,2.5,5.9,4.5,75285.0,18.5,35.0,1,1.0,no,yes
320,64,9,bachelor,Operations,medium,west,male,black,married,hybrid,32.0,0,senior,2.2,3.2,4.6,6.3,96103.0,10.3,28.0,5,2.7,no,yes
321,48,24,master,Finance,medium,north,male,asian,divorced,hybrid,0.0,0,executive,2.4,4.9,3.7,9.2,30000.0,9.6,31.0,2,4.8,no,yes
322,50,1,master,IT,medium,north,male,asian,divorced,hybrid,24.0,4,entry,4.7,4.0,5.6,9.2,76432.0,19.9,38.0,5,6.8,no,no
323,49,10,bachelor,IT,large,west,female,black,married,on-site,20.0,1,senior,4.3,6.3,6.8,8.0,71653.0,7.7,39.0,7,8.5,no,no
324,26,30,high school,Operations,large,west,female,other,married,on-site,17.0,0,entry,5.0,4.0,9.7,2.9,36684.0,17.1,27.0,3,4.7,no,no
325,55,14,bachelor,Finance,large,north,female,other,married,on-site,20.0,1,senior,2.8,4.5,8.5,7.6,39696.0,17.2,21.0,4,3.2,no,yes
326,61,8,master,HR,small,east,female,other,divorced,hybrid,26.0,1,senior,3.5,8.8,7.5,1.9,79226.0,4.7,25.0,5,5.2,no,no
327,57,22,bachelor,Operations,small,west,male,hispanic,single,remote,2.0,1,entry,2.7,9.0,5.3,9.0,72143.0,1.9,26.0,6,5.8,no,no
328,44,18,bachelor,Finance,medium,east,female,black,married,on-site,30.0,0,mid,3.9,8.4,4.5,2.3,85809.0,19.5,31.0,6,7.0,no,no
329,49,8,high school,IT,large,west,male,asian,divorced,hybrid,16.0,5,entry,2.3,8.8,1.3,7.0,30000.0,8.5,42.0,5,6.2,no,yes
330,51,34,master,Finance,large,west,female,asian,divorced,on-site,30.0,0,senior,2.4,6.1,4.2,6.5,91388.0,0.0,25.0,11,4.9,no,no
331,55,20,master,IT,large,east,female,asian,married,remote,26.0,0,mid,2.2,6.8,8.6,8.0,91536.0,10.0,34.0,4,9.3,no,no
332,53,8,master,Operations,medium,east,female,hispanic,divorced,remote,16.0,0,mid,4.1,6.0,4.5,6.0,42335.0,12.4,28.0,2,3.3,no,yes
333,41,27,PhD,Operations,medium,north,male,hispanic,married,hybrid,19.0,1,mid,3.5,8.1,5.2,1.5,98160.0,15.5,30.0,6,5.5,no,no
334,52,6,master,Sales,medium,west,male,other,divorced,remote,20.0,2,executive,3.9,6.0,3.4,7.4,105808.0,18.9,33.0,2,3.3,no,yes
335,43,15,PhD,Sales,small,south,male,hispanic,single,hybrid,36.0,0,senior,4.6,2.0,3.5,4.4,43327.0,18.3,42.0,10,1.6,no,yes
336,53,15,PhD,Sales,small,south,female,other,divorced,hybrid,9.0,0,mid,4.2,8.3,1.6,3.9,72153.0,18.8,32.0,2,1.0,yes,yes
337,23,32,master,Operations,large,west,male,other,married,hybrid,16.0,1,senior,3.4,7.8,6.5,9.9,73964.0,0.6,4.0,6,6.5,no,no
338,38,3,bachelor,HR,small,west,male,asian,single,hybrid,4.0,0,senior,5.0,8.4,5.0,6.3,34047.0,14.2,28.0,3,5.5,yes,no
339,45,3,high school,Operations,small,west,male,hispanic,married,remote,21.0,0,senior,3.4,2.7,6.5,7.4,63399.0,4.5,46.0,5,4.0,no,no
340,62,38,bachelor,Finance,small,east,female,other,divorced,remote,14.0,0,entry,2.3,3.4,5.9,5.7,98082.0,3.8,41.0,4,4.8,no,no
341,51,39,bachelor,Operations,large,south,male,black,single,remote,15.0,0,entry,5.0,3.7,8.2,7.9,52801.0,16.0,38.0,5,7.1,no,no
342,23,16,bachelor,Operations,medium,south,female,black,single,remote,35.0,1,entry,2.1,5.6,7.8,7.8,106573.0,8.3,42.0,5,5.5,no,no
343,60,36,bachelor,IT,medium,south,female,hispanic,divorced,hybrid,12.0,1,mid,3.6,2.2,7.9,6.9,77371.0,18.3,38.0,6,5.6,no,no
344,44,38,PhD,IT,large,west,female,asian,single,hybrid,18.0,2,entry,2.9,4.5,5.5,10.0,54172.0,0.8,42.0,2,5.7,no,no
345,52,28,master,IT,medium,east,male,asian,single,remote,15.0,1,mid,3.5,2.6,4.2,5.1,70902.0,16.0,19.0,5,5.2,no,no
346,42,35,master,Operations,medium,west,male,other,single,on-site,16.0,3,mid,3.7,3.4,9.4,7.4,40731.0,2.7,29.0,9,6.4,no,no
347,43,37,bachelor,HR,small,north,male,hispanic,married,on-site,48.0,1,mid,2.7,7.4,1.5,8.2,78565.0,3.5,31.0,6,8.0,no,yes
348,22,38,high school,Finance,small,north,male,black,married,on-site,3.0,1,mid,3.7,8.7,2.4,4.4,66155.0,9.5,31.0,5,4.7,no,yes
349,47,36,high school,Finance,large,south,male,other,single,remote,26.0,0,entry,4.3,1.2,4.8,5.1,61476.0,7.9,24.0,4,1.0,no,yes
350,62,34,bachelor,HR,large,west,female,other,divorced,hybrid,44.0,2,senior,2.8,6.1,6.5,9.7,41078.0,9.7,31.0,5,8.2,no,no
351,22,6,high school,HR,medium,north,male,white,divorced,hybrid,31.0,0,senior,3.2,1.3,1.1,1.3,68381.0,18.8,13.0,4,2.3,no,yes
352,46,26,high school,Finance,medium,north,female,hispanic,married,on-site,20.0,5,mid,2.8,1.8,7.5,4.0,74103.0,13.1,35.0,5,4.5,no,no
353,37,27,PhD,Sales,medium,west,male,other,divorced,on-site,8.0,0,senior,4.5,7.3,6.0,5.4,42593.0,5.8,23.0,4,2.0,yes,yes
